,1454.5729,2001.771,760.5483,,,,,,,,,,,,,,,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,47.7172,,,,,,,,,,,,,,,,96,5.1768,-45.8087,11.9758,1473.1479,2356.3377,874.4563,1467.9711,2402.1464,862.4805
1,Line,48.5846,,,,,,,,,,,,,,,,99,-7.3642,47.9313,-0.5859,1465.7837,2404.2691,873.8703,1473.1479,2356.3377,874.4563
1,Line,46.7487,,,,,,,,,,,,,,,,92,-2.0399,46.4255,-4.2355,1467.9711,2402.1464,862.4805,1470.0111,2355.7209,866.7159
1,Line,47.8467,,,,,,,,,,,,,,,,82,-6.6298,-45.1286,14.1597,1475.2462,2356.1338,871.8965,1481.8761,2401.2624,857.7368
1,Line,47.4152,,,,,,,,,,,,,,,,96,-5.2352,45.663,-11.2926,1470.0111,2401.7967,860.6039,1475.2462,2356.1338,871.8965
1,Line,49.2453,,,,,,,,,,,,,,,,99,-8.2871,48.3741,-2.7775,1454.5729,2405.3477,879.6583,1462.86,2356.9737,882.4358
1,Line,49.2483,,,,,,,,,,,,,,,,93,-3.1152,46.2004,-16.5022,1451.4577,2403.4611,869.535,1454.5729,2357.2607,886.0372
1,Line,48.7477,,,,,,,,,,,,,,,,95,4.403,-46.1194,14.8756,1462.86,2356.9737,882.4358,1458.457,2403.0931,867.5603
1,Line,48.4408,,,,,,,,,,,,,,,,95,-4.7036,46.0392,-14.0084,1461.0801,2402.8321,866.1597,1465.7837,2356.793,880.1681
1,Line,47.3267,,,,,,,,,,,,,,,,93,-2.6231,46.9233,-4.7893,1458.457,2403.0931,867.5603,1461.0801,2356.1699,872.3496
1,Line,49.2483,,,,,,,,,,,,,,,,86,-3.1152,-48.231,-8.9768,1451.4577,2309.0297,877.0603,1454.5729,2357.2607,886.0372
1,Line,47.6246,,,,,,,,,,,,,,,,93,-2.5378,47.4653,-0.6315,1448.9199,2356.495,876.4288,1451.4577,2309.0297,877.0603
1,Line,49.2453,,,,,,,,,,,,,,,,100,-8.2871,48.3994,2.2941,1454.5729,2357.2607,886.0372,1462.86,2308.8613,883.7431
1,Line,47.3267,,,,,,,,,,,,,,,,93,-2.6231,47.1668,0.1417,1458.457,2356.283,873.7697,1461.0801,2309.1162,873.6281
1,Line,48.7477,,,,,,,,,,,,,,,,85,4.403,47.8934,7.3836,1462.86,2356.9737,882.4358,1458.457,2309.0803,875.0523
1,Line,47.7219,,,,,,,,,,,,,,,,93,-2.2945,47.5626,-1.2541,1439.5665,2356.557,877.2068,1441.861,2308.9944,878.4609
1,Line,41.0105,,,,,,,,,,,,,,,,98,5.886,-40.4963,1.1003,1445.4525,2310.695,810.9793,1439.5665,2351.1913,809.879
1,Line,49.6256,,,,,,,,,,,,,,,,89,-0.6485,-48.4735,-10.1759,1441.861,2308.9944,878.4609,1442.5095,2357.4679,888.6368
1,Line,49.4671,,,,,,,,,,,,,,,,87,2.5703,48.3543,9.6579,1451.4902,2357.3674,887.3768,1448.9199,2309.0131,877.7189
1,Line,49.6404,,,,,,,,,,,,,,,,100,-8.9807,48.7314,-0.0614,1442.5095,2357.4679,888.6368,1451.4902,2308.7364,888.6982
1,Line,46.5126,,,,,,,,,,,,,,,,96,5.3219,-45.8843,4.678,1481.8761,2309.332,865.0628,1476.5542,2355.2163,860.3849
1,Line,47.8467,,,,,,,,,,,,,,,,98,-6.6298,46.8017,6.8337,1475.2462,2356.1338,871.8965,1481.8761,2309.332,865.0628
1,Line,45.8565,,,,,,,,,,,,,,,,92,-1.3544,45.7421,0.9637,1476.5542,2355.2163,860.3849,1477.9085,2309.4742,859.4212
1,Line,46.4077,,,,,,,,,,,,,,,,95,-4.0613,45.6881,6.4745,1483.2552,2355.2808,861.1943,1487.3164,2309.5927,854.7198
1,Line,46.2356,,,,,,,,,,,,,,,,96,-5.3466,45.6427,-4.2579,1477.9085,2355.0409,858.1831,1483.2552,2309.3981,862.441
1,Line,48.5846,,,,,,,,,,,,,,,,99,-7.3642,47.73,4.4274,1465.7837,2356.793,880.1681,1473.1479,2309.063,875.7408
1,Line,48.4408,,,,,,,,,,,,,,,,84,-4.7036,-47.6768,-6.54,1461.0801,2309.1162,873.6281,1465.7837,2356.793,880.1681
1,Line,47.7172,,,,,,,,,,,,,,,,84,5.1768,47.1273,4.5696,1473.1479,2356.3377,874.4563,1467.9711,2309.2105,869.8866
1,Line,47.4152,,,,,,,,,,,,,,,,83,-5.2352,-46.8752,-3.9182,1470.0111,2309.2586,867.9784,1475.2462,2356.1338,871.8965
1,Line,46.7487,,,,,,,,,,,,,,,,92,-2.0399,46.614,0.6404,1467.9711,2355.8725,868.6188,1470.0111,2309.2586,867.9784
1,Line,49.2483,,,,,,,,,,,,,,,,86,-3.1152,-45.3106,-18.8082,1451.4577,2215.0972,864.7883,1454.5729,2260.4078,883.5965
1,Line,45.2538,,,,,,,,,,,,,,,,81,6.0118,38.4935,22.8605,1488.639,2136.4508,810.8037,1482.6273,2097.9573,787.9432
1,Line,44.9138,,,,,,,,,,,,,,,,91,-0.6454,38.2463,23.3799,1481.9819,2136.2036,811.3231,1482.6273,2097.9573,787.9432
1,Line,41.0105,,,,,,,,,,,,,,,,81,-5.886,-37.4428,-15.4658,1439.5665,2154.1684,773.5644,1445.4525,2191.6111,789.0302
1,Line,49.6256,,,,,,,,,,,,,,,,89,-0.6485,-40.1437,-29.0117,1441.861,2125.167,834.5203,1442.5095,2165.3107,863.5319
1,Line,47.7219,,,,,,,,,,,,,,,,87,2.2945,43.9898,18.1287,1441.861,2169.1403,852.6835,1439.5665,2125.1505,834.5548
1,Line,46.2356,,,,,,,,,,,,,,,,82,5.3466,38.7831,24.4384,1483.2552,2132.0518,820.0495,1477.9085,2093.2687,795.6111
1,Line,45.8565,,,,,,,,,,,,,,,,92,-1.3544,39.132,23.7051,1476.5542,2132.4007,819.3163,1477.9085,2093.2687,795.6111
1,Line,46.4077,,,,,,,,,,,,,,,,97,-4.0613,36.3298,28.4506,1483.2552,2132.0518,820.0495,1487.3164,2095.722,791.5989
1,Line,44.9728,,,,,,,,,,,,,,,,90,-0.0228,39.4535,21.413,1481.959,2136.1876,811.3567,1481.9819,2096.7341,789.9437
1,Line,45.4317,,,,,,,,,,,,,,,,82,-5.3574,-38.6554,-23.0996,1481.959,2096.7147,789.9755,1487.3164,2135.3701,813.075
1,Line,47.3267,,,,,,,,,,,,,,,,87,2.6231,44.1178,16.6836,1461.0801,2170.7496,848.1248,1458.457,2126.6319,831.4413
1,Line,48.7477,,,,,,,,,,,,,,,,84,4.403,40.7495,26.2248,1462.86,2167.3814,857.666,1458.457,2126.6319,831.4413
1,Line,48.4408,,,,,,,,,,,,,,,,83,-4.7036,-40.8948,-25.3661,1461.0801,2127.244,830.1548,1465.7837,2168.1387,855.5209
1,Line,47.7172,,,,,,,,,,,,,,,,83,5.1768,41.1942,23.3425,1473.1479,2170.0461,850.1177,1467.9711,2128.8519,826.7751
1,Line,48.5846,,,,,,,,,,,,,,,,81,7.3642,46.1719,12.8803,1473.1479,2170.0461,850.1177,1465.7837,2123.8742,837.2374
1,Line,49.4671,,,,,,,,,,,,,,,,86,2.5703,40.2456,28.49,1451.4902,2165.7314,862.34,1448.9199,2125.4858,833.85
1,Line,49.6404,,,,,,,,,,,,,,,,79,8.9807,45.5072,17.4311,1451.4902,2165.7314,862.34,1442.5095,2120.2243,844.9089
1,Line,47.6246,,,,,,,,,,,,,,,,87,2.5378,44.1209,17.5123,1451.4577,2169.6067,851.3624,1448.9199,2125.4858,833.85
1,Line,49.2453,,,,,,,,,,,,,,,,80,8.2871,46.0367,15.1121,1462.86,2167.3814,857.666,1454.5729,2121.3447,842.554
1,Line,49.2483,,,,,,,,,,,,,,,,86,-3.1152,-40.4099,-27.8176,1451.4577,2125.7689,833.2551,1454.5729,2166.1788,861.0727
1,Line,49.6404,,,,,,,,,,,,,,,,78,8.9807,43.4358,22.0923,1451.4902,2120.7673,843.7675,1442.5095,2077.3315,821.6753
1,Line,49.6256,,,,,,,,,,,,,,,,89,-0.6485,-36.8912,-33.0488,1441.861,2083.3331,811.8601,1442.5095,2120.2243,844.9089
1,Line,49.4671,,,,,,,,,,,,,,,,86,2.5703,37.047,32.5406,1451.4902,2120.7673,843.7675,1448.9199,2083.7203,811.2269
1,Line,49.2483,,,,,,,,,,,,,,,,85,-3.1152,-37.2807,-31.8891,1451.4577,2084.0639,810.6649,1454.5729,2121.3447,842.554
1,Line,47.6246,,,,,,,,,,,,,,,,86,2.5378,42.0486,22.0282,1451.4577,2125.7689,833.2551,1448.9199,2083.7203,811.2269
1,Line,44.9138,,,,,,,,,,,,,,,,91,-0.6454,35.5929,27.2496,1481.9819,2096.7341,789.9437,1482.6273,2061.1412,762.6942
1,Line,44.9728,,,,,,,,,,,,,,,,90,-0.0228,36.9991,25.4197,1481.959,2096.7147,789.9755,1481.9819,2059.7156,764.5558
1,Line,45.2538,,,,,,,,,,,,,,,,80,6.0118,35.893,26.7588,1488.639,2097.0342,789.453,1482.6273,2061.1412,762.6942
1,Line,47.7219,,,,,,,,,,,,,,,,87,2.2945,41.8539,22.6274,1441.861,2125.167,834.5203,1439.5665,2083.3131,811.8928
1,Line,41.0105,,,,,,,,,,,,,,,,80,-5.886,-35.621,-19.2948,1439.5665,2118.5474,754.2697,1445.4525,2154.1684,773.5644
1,Line,46.7487,,,,,,,,,,,,,,,,93,-2.0399,40.0487,23.8611,1467.9711,2128.8519,826.7751,1470.0111,2088.8032,802.9141
1,Line,47.7172,,,,,,,,,,,,,,,,82,5.1768,38.5285,27.5205,1473.1479,2126.336,832.0632,1467.9711,2087.8074,804.5426
1,Line,47.4152,,,,,,,,,,,,,,,,82,-5.2352,-38.636,-26.8303,1470.0111,2088.8032,802.9141,1475.2462,2127.4392,829.7444
1,Line,46.5126,,,,,,,,,,,,,,,,82,-5.3219,-38.8086,-24.9223,1476.5542,2092.1164,797.4956,1481.8761,2130.925,822.4178
1,Line,47.8467,,,,,,,,,,,,,,,,101,-6.6298,37.1146,29.3185,1475.2462,2127.4392,829.7444,1481.8761,2090.3247,800.4259
1,Line,48.7477,,,,,,,,,,,,,,,,83,4.403,37.785,30.3405,1462.86,2122.8968,839.2916,1458.457,2085.1118,808.9511
1,Line,49.2453,,,,,,,,,,,,,,,,79,8.2871,44.2049,19.8413,1462.86,2122.8968,839.2916,1454.5729,2078.692,819.4503
1,Line,47.3267,,,,,,,,,,,,,,,,86,2.6231,42.1321,21.2037,1461.0801,2127.244,830.1548,1458.457,2085.1118,808.9511
1,Line,48.5846,,,,,,,,,,,,,,,,80,7.3642,44.5726,17.6359,1473.1479,2126.336,832.0632,1465.7837,2081.7634,814.4272
1,Line,48.4408,,,,,,,,,,,,,,,,83,-4.7036,-38.0192,-29.5017,1461.0801,2085.855,807.7357,1465.7837,2123.8742,837.2374
1,Line,46.7487,,,,,,,,,,,,,,,,93,-2.0399,42.3235,19.5442,1467.9711,2171.9955,844.5956,1470.0111,2129.672,825.0514
1,Line,46.5126,,,,,,,,,,,,,,,,97,5.3219,-45.0842,-9.7297,1481.8761,2173.6018,840.0455,1476.5542,2218.6859,849.7752
1,Line,47.8467,,,,,,,,,,,,,,,,99,-6.6298,42.3993,20.9614,1475.2462,2216.0011,861.0069,1481.8761,2173.6018,840.0455
1,Line,45.8565,,,,,,,,,,,,,,,,92,-1.3544,43.2055,15.0513,1476.5542,2218.6859,849.7752,1477.9085,2175.4804,834.7239
1,Line,46.4077,,,,,,,,,,,,,,,,96,-4.0613,41.4512,20.2757,1483.2552,2218.4972,850.565,1487.3164,2177.0459,830.2893
1,Line,46.2356,,,,,,,,,,,,,,,,97,-5.3466,44.7246,10.0546,1477.9085,2219.1995,847.627,1483.2552,2174.4748,837.5724
1,Line,48.5846,,,,,,,,,,,,,,,,100,-7.3642,44.0258,18.9597,1465.7837,2214.0719,869.0774,1473.1479,2170.0461,850.1177
1,Line,48.4408,,,,,,,,,,,,,,,,84,-4.7036,-43.3223,-20.9526,1461.0801,2170.7496,848.1248,1465.7837,2214.0719,869.0774
1,Line,47.7172,,,,,,,,,,,,,,,,83,5.1768,43.4086,18.9088,1473.1479,2215.4041,863.5044,1467.9711,2171.9955,844.5956
1,Line,47.4152,,,,,,,,,,,,,,,,83,-5.2352,-43.3701,-18.2113,1470.0111,2172.6309,842.7956,1475.2462,2216.0011,861.0069
1,Line,46.7487,,,,,,,,,,,,,,,,93,-2.0399,44.1346,15.0133,1467.9711,2216.7655,857.8089,1470.0111,2172.6309,842.7956
1,Line,49.6256,,,,,,,,,,,,,,,,89,-0.6485,-45.2985,-20.0315,1441.861,2214.7715,866.1509,1442.5095,2260.0699,886.1824
1,Line,47.7219,,,,,,,,,,,,,,,,93,-2.2945,46.7839,8.6619,1439.5665,2261.5554,874.8128,1441.861,2214.7715,866.1509
1,Line,49.6404,,,,,,,,,,,,,,,,101,-8.9807,47.6793,10.0716,1442.5095,2260.0699,886.1824,1451.4902,2212.3906,876.1108
1,Line,47.6246,,,,,,,,,,,,,,,,93,-2.5378,46.5593,9.2506,1448.9199,2261.6565,874.0389,1451.4577,2215.0972,864.7883
1,Line,49.4671,,,,,,,,,,,,,,,,87,2.5703,45.2897,19.5,1451.4902,2260.2337,884.9291,1448.9199,2214.944,865.429
1,Line,44.9728,,,,,,,,,,,,,,,,90,-0.0228,43.0435,12.7424,1481.959,2220.7352,841.2023,1481.9819,2177.6917,828.4598
1,Line,45.4317,,,,,,,,,,,,,,,,97,5.3574,-43.6893,-10.913,1487.3164,2177.0459,830.2893,1481.959,2220.7352,841.2023
1,Line,44.9138,,,,,,,,,,,,,,,,91,-0.6454,42.2716,14.9173,1481.9819,2220.7439,841.1661,1482.6273,2178.4723,826.2488
1,Line,41.0105,,,,,,,,,,,,,,,,98,5.886,-39.8401,-7.3432,1445.4525,2230.4654,800.4975,1439.5665,2270.3055,807.8407
1,Line,45.2538,,,,,,,,,,,,,,,,98,-6.0118,43.4058,10.9681,1482.6273,2221.289,838.8855,1488.639,2177.8832,827.9174
1,Line,45.4317,,,,,,,,,,,,,,,,82,-5.3574,-40.8583,-18.9325,1481.959,2136.1876,811.3567,1487.3164,2177.0459,830.2893
1,Line,46.4077,,,,,,,,,,,,,,,,96,-4.0613,39.1047,24.4974,1483.2552,2174.4748,837.5724,1487.3164,2135.3701,813.075
1,Line,44.9728,,,,,,,,,,,,,,,,90,-0.0228,41.4757,17.1718,1481.959,2177.6794,828.4949,1481.9819,2136.2036,811.3231
1,Line,45.2538,,,,,,,,,,,,,,,,81,6.0118,40.6722,18.7117,1488.639,2177.8832,827.9174,1482.6273,2137.211,809.2058
1,Line,44.9138,,,,,,,,,,,,,,,,91,-0.6454,40.4807,19.2541,1481.9819,2177.6917,828.4598,1482.6273,2137.211,809.2058
1,Line,47.8467,,,,,,,,,,,,,,,,100,-6.6298,39.9759,25.2784,1475.2462,2170.9009,847.6963,1481.8761,2130.925,822.4178
1,Line,47.4152,,,,,,,,,,,,,,,,83,-5.2352,-41.2289,-22.6448,1470.0111,2129.672,825.0514,1475.2462,2170.9009,847.6963
1,Line,46.5126,,,,,,,,,,,,,,,,82,-5.3219,-41.2011,-20.7292,1476.5542,2132.4007,819.3163,1481.8761,2173.6018,840.0455
1,Line,46.2356,,,,,,,,,,,,,,,,82,5.3466,41.1252,20.2506,1483.2552,2174.4748,837.5724,1477.9085,2133.3496,817.3218
1,Line,45.8565,,,,,,,,,,,,,,,,92,-1.3544,41.3955,19.485,1476.5542,2174.7451,836.8067,1477.9085,2133.3496,817.3218
1,Line,49.2483,,,,,,,,,,,,,,,,86,-3.1152,-43.0963,-23.4413,1451.4577,2169.6067,851.3624,1454.5729,2212.7031,874.8037
1,Line,47.6246,,,,,,,,,,,,,,,,93,-2.5378,45.3373,14.0666,1448.9199,2214.944,865.429,1451.4577,2169.6067,851.3624
1,Line,49.2453,,,,,,,,,,,,,,,,101,-8.2871,45.3216,17.1377,1454.5729,2212.7031,874.8037,1462.86,2167.3814,857.666
1,Line,47.3267,,,,,,,,,,,,,,,,93,-2.6231,44.8146,14.7098,1458.457,2215.5642,862.8346,1461.0801,2170.7496,848.1248
1,Line,48.7477,,,,,,,,,,,,,,,,84,4.403,43.2676,21.8217,1462.86,2213.543,871.29,1458.457,2170.2754,849.4682
1,Line,47.7219,,,,,,,,,,,,,,,,93,-2.2945,45.6222,13.5046,1439.5665,2214.7626,866.1881,1441.861,2169.1403,852.6835
1,Line,41.0105,,,,,,,,,,,,,,,,99,5.886,-38.8543,-11.4673,1445.4525,2191.6111,789.0302,1439.5665,2230.4654,800.4975
1,Line,49.6256,,,,,,,,,,,,,,,,89,-0.6485,-42.9564,-24.6567,1441.861,2169.1403,852.6835,1442.5095,2212.0967,877.3402
1,Line,49.4671,,,,,,,,,,,,,,,,87,2.5703,43.0032,24.1272,1451.4902,2212.3906,876.1108,1448.9199,2169.3874,851.9836
1,Line,49.6404,,,,,,,,,,,,,,,,101,-8.9807,46.3653,15.0002,1442.5095,2212.0967,877.3402,1451.4902,2165.7314,862.34
1,Line,47.2862,,,,,,,,,,,,,,,,47,-8.2357,-6.2888,48.0631,1352.2533,837.1588,299.308,1360.1595,843.196,253.1674
1,Line,5.5337,,,,,,,,,,,,,,,,161,5.2215,-1.8135,-0.2334,1526.7136,1119.3019,892.6543,1521.492,1121.1154,892.8877
1,Line,2.1105,,,,,,,,,,,,,,,,123,-1.1346,1.6721,-0.5994,1527.006,1118.6919,890.043,1528.1406,1117.0198,890.6425
1,Line,1.5989,,,,,,,,,,,,,,,,142,-0.8022,0.5316,-1.2741,1525.9114,1119.8335,891.3802,1526.7136,1119.3019,892.6543
1,Line,3.3655,,,,,,,,,,,,,,,,124,-1.4271,2.2821,2.0118,1526.7136,1119.3019,892.6543,1528.1406,1117.0198,890.6425
1,Line,1.9884,,,,,,,,,,,,,,,,114,-0.6962,1.4951,-1.1048,1528.1406,1117.0198,890.6425,1528.8369,1115.5247,891.7473
1,Line,4.8438,,,,,,,,,,,,,,,,165,4.4194,-1.282,-1.5075,1525.9114,1119.8335,891.3802,1521.492,1121.1154,892.8877
1,Line,4.4829,,,,,,,,,,,,,,,,161,-4.249,1.4259,0.0279,1520.6743,1121.9444,890.0425,1524.9232,1120.5185,890.0146
1,Line,4.9047,,,,,,,,,,,,,,,,159,-4.5907,1.7211,0.0795,1521.3206,1121.5546,891.4597,1525.9114,1119.8335,891.3802
1,Line,3.6691,,,,,,,,,,,,,,,,129,2.2292,-2.8137,-0.7377,1528.1406,1117.0198,890.6425,1525.9114,1119.8335,891.3802
1,Line,1.5065,,,,,,,,,,,,,,,,107,0.1714,-0.4392,1.4279,1521.492,1121.1154,892.8877,1521.3206,1121.5546,891.4597
1,Line,10.1916,,,,,,,,,,,,,,,,177,10.1811,-0.4558,0.0241,1524.4195,1120.1781,894.3238,1514.2384,1120.6339,894.2996
1,Line,7.6031,,,,,,,,,,,,,,,,175,7.5796,-0.5829,-0.1078,1526.7634,1119.4044,895.75,1519.1838,1119.9874,895.8578
1,Line,3.3945,,,,,,,,,,,,,,,,160,-2.9275,0.9373,-1.4361,1521.492,1121.1154,892.8877,1524.4195,1120.1781,894.3238
1,Line,2.9698,,,,,,,,,,,,,,,,95,-0.178,2.2812,1.8846,1529.0657,1117.8024,895.2474,1529.2437,1115.5212,893.3628
1,Line,1.4315,,,,,,,,,,,,,,,,97,0.0463,-0.5388,-1.3225,1529.2437,1115.5212,893.3628,1529.1974,1116.0601,894.6853
1,Line,15.1832,,,,,,,,,,,,,,,,180,15.1819,-0.0628,0.1367,1519.1838,1119.9874,895.8578,1504.0019,1120.0502,895.721
1,Line,4.4333,,,,,,,,,,,,,,,,120,2.1233,-3.7772,-0.907,1528.8369,1115.5247,891.7473,1526.7136,1119.3019,892.6543
1,Line,5.2264,,,,,,,,,,,,,,,,171,-4.9454,0.6465,-1.5581,1514.2384,1120.6339,894.2996,1519.1838,1119.9874,895.8578
1,Line,5.46,,,,,,,,,,,,,,,,3,-5.2356,-0.1908,1.534,1519.1838,1119.9874,895.8578,1524.4195,1120.1781,894.3238
1,Line,2.8525,,,,,,,,,,,,,,,,160,-2.344,0.7737,-1.4262,1524.4195,1120.1781,894.3238,1526.7634,1119.4044,895.75
1,Line,2.2909,,,,,,,,,,,,,,,,95,0.1719,-1.8268,1.3647,1526.2434,1117.8098,879.6937,1526.0716,1119.6366,878.329
1,Line,7.4708,,,,,,,,,,,,,,,,3,-7.2956,-0.2937,1.5775,1514.2884,1120.8567,882.4095,1521.584,1121.1504,880.832
1,Line,1.2894,,,,,,,,,,,,,,,,40,0.6078,0.4559,-1.0394,1526.8512,1118.2657,878.6542,1526.2434,1117.8098,879.6937
1,Line,4.7511,,,,,,,,,,,,,,,,154,4.1798,-2.0452,-0.9484,1526.0716,1119.6366,878.329,1521.8917,1121.6818,879.2774
1,Line,1.5457,,,,,,,,,,,,,,,,94,0.0306,-0.2115,1.5279,1521.8917,1121.6818,879.2774,1521.8611,1121.8933,877.7495
1,Line,3.8529,,,,,,,,,,,,,,,,7,3.5397,0.5548,1.4138,1350.1262,1122.0664,879.296,1346.5866,1121.5116,877.8822
1,Line,4.2133,,,,,,,,,,,,,,,,6,-4.186,-0.4738,0.052,1346.5866,1121.5116,877.8822,1350.7726,1121.9854,877.8302
1,Line,163.26,,,,,,,,,,,,,,,,180,163.2548,0,0,1517.3495,1113.8892,863.2981,1354.0946,1113.8892,863.2981
1,Line,9.3075,,,,,,,,,,,,,,,,0,9.1756,-0.062,-1.5557,1514.2884,1120.8567,882.4095,1505.1128,1120.9188,883.9653
1,Line,163.1745,,,,,,,,,,,,,,,,180,163.1693,0,0,1517.3067,1115.9571,865.5548,1354.1374,1115.9571,865.5548
1,Line,1.8219,,,,,,,,,,,,,,,,142,0.9881,-0.6851,1.3655,1525.9114,1119.8335,891.3802,1524.9232,1120.5185,890.0146
1,Line,2.7728,,,,,,,,,,,,,,,,139,-2.0828,1.8267,-0.0284,1524.9232,1120.5185,890.0146,1527.006,1118.6919,890.043
1,Line,2.0739,,,,,,,,,,,,,,,,136,1.0947,-1.1416,-1.3372,1527.006,1118.6919,890.043,1525.9114,1119.8335,891.3802
1,Line,4.0191,,,,,,,,,,,,,,,,165,3.6026,-1.036,-1.4451,1524.9232,1120.5185,890.0146,1521.3206,1121.5546,891.4597
1,Line,1.6082,,,,,,,,,,,,,,,,143,0.6464,-0.3898,1.4172,1521.3206,1121.5546,891.4597,1520.6743,1121.9444,890.0425
1,Line,5.8446,,,,,,,,,,,,,,,,138,-4.3517,3.872,-0.4163,1521.8917,1121.6818,879.2774,1526.2434,1117.8098,879.6937
1,Line,5.8492,,,,,,,,,,,,,,,,145,4.6594,-3.3406,-1.1384,1526.2434,1117.8098,879.6937,1521.584,1121.1504,880.832
1,Line,1.6745,,,,,,,,,,,,,,,,63,-0.3078,-0.5314,1.5546,1521.584,1121.1504,880.832,1521.8917,1121.6818,879.2774
1,Line,7.4062,,,,,,,,,,,,,,,,4,-7.2536,-0.4815,1.412,1514.2384,1120.6339,894.2996,1521.492,1121.1154,892.8877
1,Line,10.352,,,,,,,,,,,,,,,,4,10.2365,0.5837,-1.4214,1514.2384,1120.6339,894.2996,1504.0019,1120.0502,895.721
1,Line,1.8389,,,,,,,,,,,,,,,,94,0.1317,-1.7424,-0.5621,1529.1974,1116.0601,894.6853,1529.0657,1117.8024,895.2474
1,Line,17.4644,,,,,,,,,,,,,,,,174,-15.0089,2.0399,8.6756,1420.7131,558.5379,954.9719,1435.722,556.498,946.2963
1,Line,9.1328,,,,,,,,,,,,,,,,130,-1.5621,2.4406,8.6435,1420.7131,558.5379,954.9719,1422.2753,556.0974,946.3284
1,Line,15.0125,,,,,,,,,,,,,,,,1,-15.0089,-0.306,-0.0341,1420.7131,558.5379,954.9719,1435.722,558.8439,955.006
1,Line,17.5234,,,,,,,,,,,,,,,,0,-17.5219,-0.1724,-0.0507,1418.2001,564.9918,962.9535,1435.722,565.1642,963.0042
1,Line,18.2787,,,,,,,,,,,,,,,,22,-15.0089,-6.6263,-8.0323,1420.7131,558.5379,954.9719,1435.722,565.1642,963.0042
1,Line,14.3421,,,,,,,,,,,,,,,,107,2.6595,-9.2547,-10.5942,1402.2669,554.6331,951.8304,1399.6073,563.8878,962.4246
1,Line,13.9159,,,,,,,,,,,,,,,,146,-8.9898,6.6321,8.2722,1399.6073,563.8878,962.4246,1408.5971,557.2557,954.1524
1,Line,10.1896,,,,,,,,,,,,,,,,72,-2.2426,-7.1841,-6.8426,1397.3647,556.7037,955.582,1399.6073,563.8878,962.4246
1,Line,12.2119,,,,,,,,,,,,,,,,6,-12.116,-1.2822,-0.8195,1408.5971,557.2557,954.1524,1420.7131,558.5379,954.9719
1,Line,13.324,,,,,,,,,,,,,,,,17,9.5746,3.5049,8.5585,1420.7131,558.5379,954.9719,1411.1386,555.033,946.4135
1,Line,23.2018,,,,,,,,,,,,,,,,33,-18.8125,-12.4849,-5.2762,1416.9096,574.5911,970.0013,1435.722,587.076,975.2775
1,Line,18.8137,,,,,,,,,,,,,,,,0,-18.8125,-0.1501,0.0469,1416.9096,574.5911,970.0013,1435.722,574.7412,969.9544
1,Line,13.62,,,,,,,,,,,,,,,,99,1.8725,-12.3295,-5.4139,1416.9096,574.5911,970.0013,1415.037,586.9206,975.4152
1,Line,12.7762,,,,,,,,,,,,,,,,105,2.895,-11.3326,-5.0844,1399.9046,575.2217,970.1792,1397.0095,586.5544,975.2636
1,Line,23.8218,,,,,,,,,,,,,,,,150,19.9,-11.9633,-5.2623,1416.9096,574.5911,970.0013,1397.0095,586.5544,975.2636
1,Line,18.6338,,,,,,,,,,,,,,,,3,-18.5928,-1.1039,-0.5289,1399.6073,563.8878,962.4246,1418.2001,564.9918,962.9535
1,Line,10.5861,,,,,,,,,,,,,,,,113,2.513,-6.4539,-7.9816,1420.7131,558.5379,954.9719,1418.2001,564.9918,962.9535
1,Line,23.0209,,,,,,,,,,,,,,,,167,21.1058,-5.3499,-7.4527,1420.7131,558.5379,954.9719,1399.6073,563.8878,962.4246
1,Line,12.0004,,,,,,,,,,,,,,,,98,1.2906,-9.5993,-7.0478,1418.2001,564.9918,962.9535,1416.9096,574.5911,970.0013
1,Line,22.1871,,,,,,,,,,,,,,,,154,-18.8125,9.4269,6.9971,1416.9096,574.5911,970.0013,1435.722,565.1642,963.0042
1,Line,2.9718,,,,,,,,,,,,,,,,161,2.2941,-0.8762,-1.6695,1526.7136,1119.3019,892.6543,1524.4195,1120.1781,894.3238
1,Line,2.4732,,,,,,,,,,,,,,,,159,-1.6036,0.7132,1.7387,1526.7634,1119.4044,895.75,1528.3671,1118.6912,894.0113
1,Line,4.231,,,,,,,,,,,,,,,,159,-3.9476,1.4869,0.3125,1524.4195,1120.1781,894.3238,1528.3671,1118.6912,894.0113
1,Line,6.0586,,,,,,,,,,,,,,,,67,-1.577,-3.9128,-4.3339,1395.7877,552.7909,951.2481,1397.3647,556.7037,955.582
1,Line,2.2264,,,,,,,,,,,,,,,,157,1.6535,-0.6107,1.357,1528.3671,1118.6912,894.0113,1526.7136,1119.3019,892.6543
1,Line,3.3581,,,,,,,,,,,,,,,,106,0.8766,-3.17,-0.6485,1529.2437,1115.5212,893.3628,1528.3671,1118.6912,894.0113
1,Line,3.9281,,,,,,,,,,,,,,,,99,-0.4698,3.1666,2.264,1528.3671,1118.6912,894.0113,1528.8369,1115.5247,891.7473
1,Line,1.6689,,,,,,,,,,,,,,,,165,-0.4068,0.0034,-1.6155,1528.8369,1115.5247,891.7473,1529.2437,1115.5212,893.3628
